name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,26c3bb0b-4fbc-4aaf-a530-96f987d1504d,PENDING,,,64c1401ed3565b66c63d0e7b
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4b522cb2-d500-4ef8-bca8-265b92a70ae5,IN_PROGRESS,,,64c1401ed3565b66c63d0e7a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9f27dbd1-f927-4b51-8d63-cde7f082c430,PENDING,,,64c1401ed3565b66c63d0e7e
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9c8ac247-3f60-4bb0-bbb6-b8dcf6ed143f,FAILED,,,64c1401fd3565b66c63d0e89
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,675549ef-9f06-4c58-92f3-e13547902e7c,PENDING,,,64c1401fd3565b66c63d0e88
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,34c0c3a1-f27d-4b7f-9758-f79c26b2e23d,IN_PROGRESS,,,64c1401fed8f09ca734d6377
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,73cba997-cb40-4128-9dd4-2e52c5133aea,PENDING,,,64c1401fed8f09ca734d6376
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,5f7e19fd-1868-4c38-b3de-69fb8e2a0b53,FAILED,,,64c14020ed8f09ca734d637f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,365dac23-41d7-4d7a-8fd2-4a36e8ff26e8,PENDING,,,64c14020d3565b66c63d0e90
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2ce58700-4097-4ed9-befa-5050c23935fd,IN_PROGRESS,,,64c14021d3565b66c63d0e98
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,68b127b2-b51c-4541-91d0-b56dcfd4907b,PENDING,,,64c14021ed8f09ca734d6387
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d0651465-8d3a-4867-bdca-cdff3d595480,FAILED,,,64c14021d3565b66c63d0e99
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,814ceaaf-88fe-4ceb-8284-f46bf82444bc,PENDING,,,64c14021ed8f09ca734d6388
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,65f57e45-cce3-48bb-ad12-42b9ac576d47,FAILED,,,64c14022d3565b66c63d0ea0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1566d833-03d1-4f5e-909d-79251aee609a,PENDING,,,64c14022ed8f09ca734d638f
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f02e30dc-96a7-41c9-b23e-1db691f6c74b,IN_PROGRESS,,,64c14022d3565b66c63d0ea1
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,56e18322-3ec6-427f-9bc3-e90377dc98f0,PENDING,,,64c14022ed8f09ca734d6390
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,74aba01f-3f94-46e4-8741-aca47ada225c,FAILED,,,64c14024d3565b66c63d0eac
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,403f04dd-b0be-43b5-bc89-4507489484c8,PENDING,,,64c14024d3565b66c63d0ead
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5977638e-98e2-48e3-a822-1970c1c0f7a8,IN_PROGRESS,,,64c14024ed8f09ca734d639b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d1ca5363-8823-467b-9a29-44bd51ad8e8c,PENDING,,,64c14024ed8f09ca734d639c
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9de7e771-af89-44f8-9755-dd8d3c30257b,IN_PROGRESS,,,64c14025d3565b66c63d0eb6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f480aa34-7e84-4501-b8d7-ba9db5d8d6d9,PENDING,,,64c14025ed8f09ca734d63a5
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3b3730ac-8051-4532-82bb-e7d076944d3b,IN_PROGRESS,,,64c14025ed8f09ca734d63a6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d176d693-1fa1-46c5-987c-ce7c62316869,PENDING,,,64c14025d3565b66c63d0eb8
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,0b5b28a2-df9a-45a3-ad4e-2d2f00fe8b6e,FAILED,,,64c14026ed8f09ca734d63af
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7ae529cf-af06-4ace-9203-4486c6d14dad,PENDING,,,64c14026d3565b66c63d0ec0
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1a295202-032c-477b-b029-5f99b67def62,FAILED,,,64c14026ed8f09ca734d63b0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,00cf7ccb-397d-4d4e-a105-55fe3c5cfa2e,PENDING,,,64c14026d3565b66c63d0ec1
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8b60dd7f-31cf-4c3f-b2ac-35316302ab2c,FAILED,,,64c14027d3565b66c63d0ec8
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2e3ab661-2584-4672-8d6f-aef9ca8e16f1,PENDING,,,64c14027d3565b66c63d0ec9
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5490cc2d-79a8-4928-b085-c60215dd0236,IN_PROGRESS,,,64c14027ed8f09ca734d63b7
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a750dd62-fac4-473a-892f-69f70a05ac24,PENDING,,,64c14027ed8f09ca734d63b8
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e9c6e242-b4e8-4388-8e94-f38961c4da81,IN_PROGRESS,,,64c14029d3565b66c63d0ed4
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,51998f6d-6591-44af-8d42-9f67998d0a92,PENDING,,,64c14029ed8f09ca734d63c3
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,da98641f-445a-4dd9-8725-a0aa821d4f7d,FAILED,,,64c14029ed8f09ca734d63c4
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b9667c55-8295-458a-9cbe-fe7449472f6a,PENDING,,,64c14029ed8f09ca734d63c7
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ace3331c-34b1-4d56-b9d3-0772ac96855f,FAILED,,,64c1402ad3565b66c63d0eda
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8aa5966b-9cfe-4c36-8889-36535e3b5870,PENDING,,,64c1402aed8f09ca734d63d1
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,08044671-a86c-4a2d-93a0-74a15fcd16c5,IN_PROGRESS,,,64c1402ad3565b66c63d0edc
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,916b6335-23e1-47ee-9dba-b83898fe9f13,PENDING,,,64c1402aed8f09ca734d63d3
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f6e6f961-3b79-467e-89d7-c7cc5d0c3dfb,FAILED,,,64c1402bed8f09ca734d63db
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,fda94457-baa9-426c-852a-b2ead3a8f013,PENDING,,,64c1402bd3565b66c63d0ee4
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e8a31f21-a2d6-415a-8915-ce3c0f62cd2c,IN_PROGRESS,,,64c1402bd3565b66c63d0ee5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,05daf39e-7968-49b7-b3cd-471e92c255c6,PENDING,,,64c1402bed8f09ca734d63dd
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ac87f33d-c1b0-460e-a2ec-208307327cac,FAILED,,,64c1402ced8f09ca734d63e4
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,050cea2e-77aa-4867-bddc-3b1d8827156c,PENDING,,,64c1402ced8f09ca734d63e5
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,98163eaa-8daa-4fc9-9c2c-862735f030db,IN_PROGRESS,,,64c1402cd3565b66c63d0eed
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,39c8b853-b2ee-4d7e-bba9-1c9d54e3f316,PENDING,,,64c1402cd3565b66c63d0eee
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a962031a-fbb5-4ff4-a291-8432e162c444,IN_PROGRESS,,,64c1402ed3565b66c63d0ef8
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3e343d63-4250-4ec3-a3f2-8fe00ebfb2fe,PENDING,,,64c1402eed8f09ca734d63ef
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,23efa2e6-0afb-41f5-92ef-eb3d7bd4cb9c,FAILED,,,64c1402ed3565b66c63d0ef9
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ef13efb0-addf-45a8-aba3-5e32ce89d339,PENDING,,,64c1402ed3565b66c63d0efc
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,454b07f9-9d54-41f4-a4bb-685bed2f3589,FAILED,,,64c1402fd3565b66c63d0f06
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,13bdf636-1a6b-48a5-9d35-9f1133810eba,PENDING,,,64c1402fed8f09ca734d63f6
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,1c4a883f-6cf8-4762-b685-11d225458111,IN_PROGRESS,,,64c1402fed8f09ca734d63f5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ceb36f1e-a0bb-487c-957a-f3a26f406418,PENDING,,,64c1402fed8f09ca734d63f9
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,882ed727-d2aa-4050-b3f8-43409c31bcd7,FAILED,,,64c14030d3565b66c63d0f0d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,49e09a43-f059-4770-8bcd-93e1199b63c0,PENDING,,,64c14030ed8f09ca734d6403
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6b2759f7-0895-434c-ae8a-b2ad3db5a21b,IN_PROGRESS,,,64c14030ed8f09ca734d6404
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4531aedd-809d-481a-ae36-1af92cc6281e,PENDING,,,64c14030d3565b66c63d0f0c
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,c8a1b2eb-855c-4eef-a74f-31d4ac032cb2,IN_PROGRESS,,,64c14031ed8f09ca734d640b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,feca1090-caa4-4092-8218-1c9163673cae,PENDING,,,64c14031d3565b66c63d0f15
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b471f46a-db93-4885-9a8b-1a10cf2a7f51,FAILED,,,64c14031d3565b66c63d0f17
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3364cd3c-bf73-4770-b6b9-5bdb48e0fe11,PENDING,,,64c14031d3565b66c63d0f16
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e2610258-18ed-467a-809b-d1bd0ca336eb,FAILED,,,64c14033ed8f09ca734d6414
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bc83212d-8aa0-4007-a78b-5ca2e7ee855e,PENDING,,,64c14033ed8f09ca734d6413
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3b9bce44-c50e-4247-8637-ae1904306851,IN_PROGRESS,,,64c14033d3565b66c63d0f24
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,12284de1-3387-452f-8fcf-3b7a30ff7796,PENDING,,,64c14033ed8f09ca734d6417
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,591f21b4-147f-40c9-8ab8-80670f7ed14a,FAILED,,,64c14034ed8f09ca734d6421
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,65ee0c1a-0f10-40df-b999-c78d51ddc240,PENDING,,,64c14034d3565b66c63d0f2b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,487533a4-0ccc-4892-820e-e233b33245c4,FAILED,,,64c14034d3565b66c63d0f2a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,184ecc95-4214-4447-ab1e-834614fa96a6,PENDING,,,64c14034d3565b66c63d0f2e
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,71cb90ce-1a43-4522-a408-fc94a8a6efd7,IN_PROGRESS,,,64c14035ed8f09ca734d6427
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,157f306e-e095-4a18-ab24-b8ca05e2e3f0,PENDING,,,64c14035ed8f09ca734d6428
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,813b90a3-458f-4c18-8871-f3b13d117832,IN_PROGRESS,,,64c14035d3565b66c63d0f38
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c864a249-9ef6-4ad6-a8af-b0224c8639d3,PENDING,,,64c14035d3565b66c63d0f39
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fc8584e8-12ad-4fef-829b-95b785b45415,FAILED,,,64c14036ed8f09ca734d6430
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,76e29fcb-1353-4c29-9f81-9fa823ab7506,PENDING,,,64c14036d3565b66c63d0f42
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8e5f1515-ade7-4b88-b0b1-ef46c4dbaeb4,FAILED,,,64c14036ed8f09ca734d6432
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a8868834-f6a0-4aab-80e9-42b12c57f3d3,PENDING,,,64c14036ed8f09ca734d6431
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,fdce42f6-1310-48c6-add2-bfe3c52a6da3,IN_PROGRESS,,,64c14038ed8f09ca734d643f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b066daa7-5fcb-4245-8c9b-88bec53ecbbf,PENDING,,,64c14038d3565b66c63d0f48
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f8342dc0-ca9f-4ccc-b0a3-079e7c3861ea,IN_PROGRESS,,,64c14038ed8f09ca734d6440
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7d65e7e6-47fe-4772-8529-bcb966b3f433,PENDING,,,64c14038d3565b66c63d0f49
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ca03e4e3-bea3-4e5a-9aa2-37e14292e6fc,FAILED,,,64c14039d3565b66c63d0f52
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0ccb7f8b-b7f9-4219-8246-887edaa85415,PENDING,,,64c14039ed8f09ca734d6449
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,11f0fc4e-799f-4e3d-b409-9a06ff26bb54,IN_PROGRESS,,,64c14039ed8f09ca734d644b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e9b333a3-1fdd-41ff-8887-0d5c4ed02d31,PENDING,,,64c14039d3565b66c63d0f54
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,31d4527c-171d-4e71-86ad-79ed1fb38389,FAILED,,,64c1403ad3565b66c63d0f5c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c8670bc9-2c3d-46ba-8d7d-ebcbcfbba38f,PENDING,,,64c1403ad3565b66c63d0f5d
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,310e07a6-65af-4e32-a845-4b20215ab528,IN_PROGRESS,,,64c1403aed8f09ca734d6453
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a816e40a-905e-4e50-8959-26b71b2b9ea8,PENDING,,,64c1403aed8f09ca734d6455
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9a59e163-44b3-4e11-ad4d-b77cebc1418e,IN_PROGRESS,,,64c1403bd3565b66c63d0f66
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,da8b5aa2-4d6e-4b8f-acaf-4862e2de8371,PENDING,,,64c1403bd3565b66c63d0f67
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,2774008f-8587-4ae1-ae63-95ff62b60943,FAILED,,,64c1403bed8f09ca734d645b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4b443e54-8b1e-4555-b5b4-f6c857f579d1,PENDING,,,64c1403bed8f09ca734d645c
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,7f58b073-9eaa-4dd7-95b6-eb58e60c1112,FAILED,,,64c1403cd3565b66c63d0f6e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8ca112a4-841e-4d32-9be2-1021ee5e111d,PENDING,,,64c1403ced8f09ca734d6465
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9bc31276-c241-4029-ae56-c0659466881c,IN_PROGRESS,,,64c1403dd3565b66c63d0f77
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6f272cef-d16b-453a-89e6-cfdd0e65a34c,PENDING,,,64c1403ded8f09ca734d646c
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b9dcd346-9dbe-4614-82c0-908e2a9714f8,FAILED,,,64c1403dd3565b66c63d0f78
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,91c3dff3-e2d4-4d83-8486-97f16005d75f,PENDING,,,64c1403dd3565b66c63d0f76
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,90d68f54-3a5e-42a8-b74e-f8e3d16f3233,FAILED,,,64c1403eed8f09ca734d6471
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,82bbe03c-8f22-49bd-8a98-0d967f9ceadc,PENDING,,,64c1403fd3565b66c63d0f86
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0d2cd2a5-0497-4b67-90ec-6daa6e32f3c0,IN_PROGRESS,,,64c1403fd3565b66c63d0f87
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,23062b40-7771-450a-9500-d5285bdbef7f,PENDING,,,64c1403fed8f09ca734d6477
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,80535e6f-e92f-4527-b714-d958fbbd1b50,IN_PROGRESS,,,64c1403fd3565b66c63d0f8a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a1880a59-ce9c-4e8e-8455-817dd5b3f21f,PENDING,,,64c14040ed8f09ca734d647e
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,887a902b-b547-4362-9a40-b7ffc68b100a,FAILED,,,64c14040ed8f09ca734d647d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2a0351ba-51fe-4b8f-8866-4f9c5a03f573,PENDING,,,64c14040d3565b66c63d0f94
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,80cf8da7-245e-4088-bda0-c95be01fa721,IN_PROGRESS,,,64c14040d3565b66c63d0f96
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a404e3c7-da8f-4eb7-a792-77373d45df51,PENDING,,,64c14041d3565b66c63d0f9c
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7bc91f2d-1979-44f4-8928-6f08114c0ad6,IN_PROGRESS,,,64c14041ed8f09ca734d6485
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4a29001b-734f-4a07-9eb3-16a6b249450e,PENDING,,,64c14041ed8f09ca734d6487
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8ce218c5-8a94-4506-b437-ae645c4dbc5f,FAILED,,,64c14041ed8f09ca734d6486
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6f1b67a8-61c0-4dea-9ec8-4cde5d759548,PENDING,,,64c14043d3565b66c63d0fa4
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,13f9bf08-bed5-4dc9-a3a6-b7a7fca8a1eb,FAILED,,,64c14043ed8f09ca734d6495
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3171338f-51c6-42f5-955c-86594a1a09c0,PENDING,,,64c14043d3565b66c63d0fa5
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,36eb9498-7dde-4250-a3f3-35e74bd5f55b,IN_PROGRESS,,,64c14043d3565b66c63d0fa8
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,42d3ffc4-cf38-45a6-b386-97c09e55895b,PENDING,,,64c14044ed8f09ca734d649b
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4fab0802-61d6-450f-9a90-45acd88046c0,IN_PROGRESS,,,64c14044d3565b66c63d0fb2
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ecb6ef77-00f9-4be8-a6a3-338e2c9c55a2,PENDING,,,64c14044d3565b66c63d0fb3
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,249a0679-fdbe-4eda-b7f5-1f086469d0a7,FAILED,,,64c14044d3565b66c63d0fb6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1388be16-e04e-443b-93ff-a7c19d5f031b,PENDING,,,64c14045ed8f09ca734d64a1
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,96f0b084-0e76-4601-af7b-3a5783ab8354,FAILED,,,64c14045d3565b66c63d0fc0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,47f25c9e-a936-46e2-8334-9c32c245151a,PENDING,,,64c14045d3565b66c63d0fc2
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,efcf9673-0ffa-499d-b83b-06e757e0e453,FAILED,,,64c14045ed8f09ca734d64a3
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1c5844ec-3e20-4110-b615-b9435b7cc285,PENDING,,,64c14046d3565b66c63d0fc8
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a9d7389e-c58c-4b42-a412-2a19461d4014,IN_PROGRESS,,,64c14046d3565b66c63d0fc9
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4da22699-60cb-4954-bc52-deb8c9341ba2,PENDING,,,64c14046ed8f09ca734d64a9
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ea4d74df-f2df-42e7-8df6-1a7e5e5e8c2a,IN_PROGRESS,,,64c14046ed8f09ca734d64aa
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6527a051-1f7e-433d-820a-443e4ebb1fb4,PENDING,,,64c14048d3565b66c63d0fd4
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5ef8a3b8-8d58-4656-9c36-c010e6ac4881,IN_PROGRESS,,,64c14048d3565b66c63d0fd5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4807331c-75d0-439a-836a-d8025192826d,PENDING,,,64c14048ed8f09ca734d64b5
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0e20ed49-b746-4415-bf7a-3eae8504360c,IN_PROGRESS,,,64c14048ed8f09ca734d64b6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,040d979b-e7d9-4cb2-83d7-40a270309e12,PENDING,,,64c14049ed8f09ca734d64bf
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,198bb105-f0c9-465c-8333-a4afc2a08e58,FAILED,,,64c14049d3565b66c63d0fde
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e58d5515-46f3-41d6-9d0c-be842c4aa398,PENDING,,,64c14049d3565b66c63d0fdf
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,509ec1ac-00cc-4398-a9a5-640acfc62a85,FAILED,,,64c14049d3565b66c63d0fe2
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9b0725af-8a63-43ae-bb9b-45bcc5fe611b,PENDING,,,64c1404ad3565b66c63d0fec
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e2692743-fdba-45f9-865f-8c43aef81313,IN_PROGRESS,,,64c1404aed8f09ca734d64c6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,eebb2a36-2d52-409c-98b7-61e53f4a6bba,PENDING,,,64c1404aed8f09ca734d64c5
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9f8047ca-010b-4cc6-a868-4cad5328da57,FAILED,,,64c1404aed8f09ca734d64c9
